Ft,Fs,Depth
0.51959,47.601,14.232
0.51964,47.419,14.234
0.52037,47.236,14.238
0.52251,47.055,14.24
0.52121,46.878,14.244
0.52054,46.707,14.246
0.5209,46.545,14.25
0.52129,46.39,14.255
0.52161,46.238,14.258
0.52221,46.096,14.261
0.52174,45.956,14.266
0.52164,45.822,14.271
0.52133,45.718,14.274
0.52268,45.628,14.277
0.52306,45.57,14.28
0.52293,45.518,14.282
0.52449,45.485,14.286
0.52321,45.466,14.29
0.52217,45.452,14.293
0.52205,45.451,14.296
0.52269,45.457,14.299
0.52234,45.47,14.303
0.52338,45.487,14.307
0.52401,45.506,14.311
0.52301,45.53,14.315
0.52381,45.556,14.319
0.52346,45.588,14.324
0.52239,45.625,14.329
0.52204,45.657,14.335
0.52103,45.69,14.339
0.51951,45.724,14.342
0.51841,45.763,14.347
0.51691,45.797,14.353
0.51686,45.833,14.358
0.51496,45.876,14.363
0.51675,45.916,14.37
0.51736,45.957,14.376
0.51576,45.996,14.38
0.51477,46.034,14.385
0.51391,46.071,14.389
0.51412,46.11,14.395
0.51411,46.149,14.4
0.51405,46.191,14.407
0.51336,46.23,14.412
0.51409,46.27,14.418
0.51224,46.312,14.423
0.51204,46.356,14.43
0.51267,46.396,14.437
0.51068,46.438,14.442
0.50902,46.477,14.447
0.50853,46.519,14.455
0.50726,46.561,14.461
0.50477,46.604,14.467
0.50394,46.644,14.474
0.50576,46.683,14.48
0.50469,46.724,14.486
0.50441,46.764,14.493
0.50434,46.805,14.5
0.50382,46.847,14.506
0.50177,46.89,14.512
0.50192,46.93,14.518
0.50137,46.973,14.526
0.50131,47.015,14.532
0.50168,47.06,14.54
0.50202,47.104,14.547
0.50114,47.151,14.554
0.49859,47.196,14.559
0.49754,47.242,14.565
0.49669,47.288,14.572
0.49675,47.335,14.579
0.49621,47.384,14.586
0.4958,47.43,14.596
0.49833,47.476,14.603
0.49773,47.523,14.61
0.49819,47.572,14.619
0.498,47.622,14.626
0.49768,47.674,14.633
0.49647,47.726,14.641
0.49551,47.777,14.648
0.49492,47.831,14.657
0.49432,47.882,14.664
0.49319,47.935,14.673
0.49273,47.989,14.681
0.49254,48.042,14.69
0.49186,48.096,14.697
0.49111,48.151,14.706
0.49086,48.207,14.714
0.49094,48.26,14.722
0.49153,48.318,14.731
0.49133,48.373,14.739
0.49085,48.431,14.747
0.49035,48.488,14.757
0.48933,48.546,14.765
0.48888,48.605,14.775
0.48961,48.659,14.784
0.48959,48.716,14.793
0.48787,48.776,14.801
0.48789,48.833,14.81
0.48721,48.892,14.82
0.4876,48.952,14.831
0.48749,49.014,14.841
0.48612,49.076,14.851
0.48451,49.141,14.862
0.48484,49.204,14.872
0.48486,49.266,14.883
0.48397,49.33,14.894
0.48476,49.393,14.904
0.48371,49.457,14.916
0.48452,49.519,14.927
0.48275,49.584,14.937
0.48255,49.647,14.948
0.48121,49.712,14.958
0.48007,49.774,14.968
0.47865,49.838,14.98
0.4782,49.902,14.991
0.47673,49.966,15.003
0.47689,50.027,15.014
0.47641,50.09,15.025
0.4759,50.151,15.038
0.47585,50.215,15.048
0.47489,50.278,15.06
0.47436,50.341,15.071
0.47409,50.401,15.082
0.47486,50.459,15.094
0.47543,50.52,15.105
0.47546,50.577,15.116
0.47643,50.634,15.127
0.47669,50.692,15.138
0.47528,50.751,15.149
0.47554,50.807,15.162
0.47575,50.865,15.173
0.47431,50.924,15.185
0.47379,50.981,15.196
0.47337,51.037,15.208
0.47275,51.095,15.22
0.47315,51.15,15.232
0.47365,51.207,15.244
0.47221,51.265,15.256
0.47077,51.325,15.268
0.47042,51.385,15.28
0.46885,51.444,15.292
0.46936,51.501,15.303
0.4676,51.563,15.317
0.46767,51.621,15.329
0.46738,51.677,15.341
0.4674,51.734,15.353
0.46644,51.793,15.368
0.46744,51.85,15.381
0.46747,51.91,15.395
0.46823,51.968,15.408
0.46723,52.025,15.423
0.46757,52.087,15.437
0.46846,52.145,15.453
0.46893,52.202,15.466
0.46919,52.257,15.482
0.46946,52.309,15.494
0.46973,52.36,15.507
0.46884,52.407,15.521
0.46886,52.453,15.535
0.4687,52.499,15.548
0.46804,52.547,15.564
0.46836,52.591,15.578
0.46828,52.629,15.593
0.46917,52.666,15.609
0.46872,52.704,15.624
0.46984,52.742,15.64
0.46991,52.778,15.655
0.47044,52.806,15.668
0.47186,52.836,15.684
0.47246,52.864,15.699
0.47176,52.891,15.714
0.4711,52.913,15.731
0.47134,52.938,15.745
0.471,52.963,15.763
0.47052,52.989,15.779
0.47211,53.01,15.794
0.47001,53.035,15.81
0.47064,53.055,15.825
0.47254,53.076,15.842
0.47329,53.101,15.858
0.47396,53.124,15.874
0.47386,53.147,15.89
0.47636,53.166,15.906
0.47593,53.187,15.92
0.47443,53.209,15.934
0.47536,53.228,15.95
0.47473,53.245,15.965
0.47577,53.266,15.981
0.47597,53.286,15.997
0.47623,53.306,16.013
0.47678,53.325,16.027
0.47666,53.345,16.043
0.47433,53.366,16.056
0.47219,53.39,16.071
0.47322,53.412,16.086
0.47379,53.431,16.1
0.47371,53.454,16.116
0.47286,53.478,16.131
0.47239,53.501,16.148
0.47282,53.526,16.165
0.47107,53.551,16.179
0.47087,53.576,16.194
0.47202,53.6,16.209
0.47315,53.627,16.224
0.47431,53.651,16.239
0.47344,53.677,16.254
0.47363,53.704,16.269
0.47465,53.731,16.285
0.47644,53.759,16.3
0.47497,53.788,16.316
0.4737,53.817,16.331
0.47428,53.844,16.347
0.47381,53.87,16.362
0.47316,53.902,16.378
0.47157,53.931,16.392
0.47041,53.961,16.406
0.46781,53.991,16.42
0.46873,54.019,16.435
0.46735,54.051,16.452
0.46679,54.078,16.467
0.46707,54.107,16.482
0.46674,54.134,16.497
0.46617,54.161,16.512
0.46646,54.188,16.528
0.46672,54.216,16.545
0.46745,54.243,16.56
0.4667,54.273,16.574
0.46638,54.302,16.59
0.46717,54.331,16.607
0.4645,54.362,16.622
0.4632,54.388,16.639
0.46299,54.413,16.655
0.46387,54.439,16.67
0.463,54.466,16.686
0.46276,54.494,16.701
0.46185,54.524,16.717
0.46133,54.553,16.732
0.46207,54.583,16.748
0.46179,54.616,16.765
0.46213,54.649,16.782
0.46219,54.682,16.799
0.46257,54.716,16.815
0.46129,54.752,16.831
0.4629,54.787,16.847
0.46249,54.823,16.862
0.46113,54.862,16.877
0.4622,54.898,16.895
0.46174,54.934,16.911
0.46044,54.973,16.927
0.45955,55.01,16.946
0.45825,55.048,16.961
0.45643,55.085,16.978
0.45735,55.121,16.994
0.45857,55.161,17.01
0.45898,55.2,17.027
0.45987,55.241,17.044
0.45827,55.282,17.059
0.45686,55.326,17.077
0.45768,55.368,17.093
0.4574,55.41,17.111
0.45723,55.451,17.129
0.45655,55.493,17.145
0.45688,55.534,17.163
0.45588,55.576,17.18
0.45642,55.62,17.197
0.45628,55.663,17.214
0.45611,55.703,17.23
0.45562,55.743,17.246
0.45485,55.785,17.261
0.4545,55.826,17.278
0.45537,55.867,17.295
0.45666,55.908,17.313
0.4568,55.95,17.329
0.45605,55.992,17.347
0.4572,56.034,17.366
0.45748,56.075,17.383
0.45826,56.118,17.403
0.45843,56.161,17.42
0.45854,56.203,17.438
0.45863,56.245,17.456
0.45847,56.291,17.475
0.45935,56.334,17.494
0.45918,56.377,17.513
0.45989,56.418,17.53
0.46016,56.459,17.549
0.46007,56.499,17.568
0.45978,56.539,17.585
0.46086,56.577,17.604
0.46079,56.615,17.623
0.46106,56.652,17.641
0.46095,56.689,17.66
0.46125,56.725,17.678
0.4622,56.76,17.697
0.46377,56.795,17.717
0.46445,56.83,17.736
0.46584,56.865,17.755
0.46506,56.9,17.774
0.46483,56.934,17.794
0.46665,56.968,17.813
0.46913,57.003,17.831
0.46851,57.037,17.851
0.46859,57.073,17.87
0.46923,57.108,17.889
0.46878,57.142,17.908
0.46878,57.175,17.927
0.47092,57.21,17.946
0.47052,57.245,17.964
0.47095,57.28,17.983
0.47248,57.312,18.001
0.4721,57.345,18.021
0.47147,57.378,18.038
0.47137,57.411,18.056
0.47285,57.445,18.074
0.47191,57.479,18.093
0.47222,57.511,18.11
0.47224,57.543,18.128
0.47159,57.574,18.146
0.47001,57.609,18.164
0.4713,57.642,18.182
0.47218,57.674,18.201
0.47183,57.705,18.218
0.47165,57.737,18.235
0.47299,57.768,18.252
0.47318,57.799,18.269
0.47173,57.827,18.287
0.47216,57.856,18.304
0.47214,57.887,18.322
0.47133,57.917,18.339
0.47187,57.945,18.356
0.47355,57.974,18.374
0.47319,58.005,18.391
0.47284,58.034,18.409
0.47301,58.064,18.425
0.47224,58.094,18.442
0.47073,58.126,18.459
0.47059,58.156,18.476
0.47177,58.183,18.493
0.47213,58.213,18.511
0.47213,58.243,18.527
0.46977,58.274,18.544
0.46935,58.304,18.561
0.4703,58.333,18.577
0.47018,58.361,18.593
0.47151,58.392,18.611
0.47152,58.422,18.628
0.47209,58.453,18.645
0.47294,58.486,18.661
0.47234,58.516,18.677
0.47101,58.548,18.693
0.47082,58.58,18.709
0.47014,58.61,18.725
0.46815,58.643,18.741
0.46722,58.675,18.757
0.4673,58.706,18.773
0.46658,58.737,18.788
0.46721,58.768,18.804
0.46793,58.801,18.821
0.46912,58.83,18.836
0.4678,58.864,18.853
0.46829,58.894,18.868
0.46874,58.927,18.884
0.46871,58.956,18.9
0.46724,58.989,18.915
0.46846,59.019,18.932
0.46802,59.051,18.949
0.46973,59.079,18.964
0.46971,59.11,18.981
0.46873,59.139,18.996
0.46793,59.168,19.012
0.46834,59.195,19.028
0.46907,59.222,19.043
0.4678,59.249,19.059
0.46823,59.276,19.075
0.4683,59.302,19.09
0.46703,59.33,19.105
0.46533,59.359,19.121
0.46283,59.386,19.135
0.46113,59.413,19.151
0.46087,59.439,19.165
0.45904,59.466,19.18
0.45873,59.493,19.196
0.45778,59.519,19.211
0.45904,59.544,19.227
0.45908,59.569,19.243
0.45946,59.593,19.258
0.46092,59.616,19.274
0.46225,59.638,19.289
0.46341,59.661,19.303
0.46401,59.685,19.318
0.46445,59.707,19.333
0.4631,59.729,19.348
0.46255,59.751,19.363
0.46074,59.774,19.378
0.46064,59.796,19.393
0.46016,59.818,19.408
0.46049,59.838,19.423
0.46094,59.858,19.438
0.462,59.877,19.453
0.45958,59.899,19.466
0.45937,59.919,19.48
0.4598,59.938,19.494
0.45909,59.956,19.508
0.45843,59.975,19.521
0.45818,59.993,19.535
0.45681,60.01,19.548
0.45611,60.027,19.562
0.45592,60.044,19.575
0.45493,60.058,19.588
0.45427,60.074,19.602
0.45342,60.09,19.615
0.45238,60.106,19.629
0.4526,60.12,19.641
0.45255,60.133,19.655
0.45153,60.15,19.668
0.45256,60.165,19.681
0.45225,60.179,19.694
0.45247,60.195,19.707
0.45372,60.209,19.72
0.45369,60.222,19.733
0.45432,60.235,19.745
0.45285,60.25,19.757
0.45305,60.264,19.77
0.45226,60.281,19.782
0.45051,60.296,19.795
0.4504,60.31,19.807
0.45033,60.325,19.82
0.45121,60.339,19.832
0.45061,60.355,19.845
0.45031,60.372,19.857
0.4491,60.389,19.869
0.44801,60.407,19.881
0.44832,60.425,19.893
0.44885,60.444,19.906
0.44805,60.464,19.918
0.44926,60.482,19.931
0.44877,60.501,19.942
0.44954,60.52,19.955
0.44921,60.541,19.967
0.44865,60.564,19.979
0.44743,60.587,19.99
0.44569,60.613,20.001
0.44611,60.636,20.013
0.44691,60.659,20.026
0.44724,60.685,20.038
0.44681,60.71,20.049
0.44565,60.736,20.061
0.4481,60.759,20.072
0.4489,60.786,20.084
0.44894,60.812,20.095
0.4483,60.839,20.106
0.44835,60.863,20.116
0.44917,60.889,20.127
0.45249,60.913,20.139
0.4509,60.939,20.15
0.45116,60.965,20.161
0.44993,60.991,20.171
0.4512,61.019,20.181
0.45325,61.044,20.192
0.45173,61.071,20.202
0.45064,61.099,20.212
0.45128,61.128,20.223
0.45063,61.158,20.233
0.45144,61.187,20.244
0.45139,61.218,20.255
0.45136,61.248,20.265
0.45061,61.278,20.274
0.4504,61.309,20.285
0.44982,61.342,20.295
0.45046,61.374,20.306
0.44933,61.407,20.316
0.45054,61.438,20.326
0.44963,61.471,20.337
0.44938,61.503,20.347
0.44812,61.537,20.357
0.44995,61.57,20.369
0.45137,61.602,20.378
0.45125,61.636,20.39
0.45134,61.668,20.401
0.45077,61.701,20.411
0.45088,61.735,20.422
0.4511,61.767,20.432
0.45011,61.801,20.443
0.44834,61.836,20.453
0.44969,61.869,20.465
0.45022,61.903,20.476
0.45175,61.937,20.487
0.44945,61.977,20.497
0.45055,62.014,20.509
0.45082,62.051,20.519
0.45028,62.09,20.53
0.45071,62.131,20.542
0.45042,62.173,20.553
0.45108,62.215,20.564
0.45084,62.258,20.575
0.45109,62.3,20.585
0.45293,62.344,20.597
0.452,62.387,20.608
0.45219,62.432,20.62
0.45153,62.479,20.63
0.45196,62.526,20.641
0.45304,62.571,20.653
0.45366,62.618,20.663
0.45532,62.663,20.674
0.45706,62.711,20.686
0.459,62.758,20.697
0.45933,62.808,20.708
0.4583,62.86,20.719
0.45839,62.912,20.73
0.45851,62.963,20.741
0.45763,63.014,20.751
0.45739,63.065,20.761
0.45745,63.117,20.772
0.45684,63.172,20.783
0.45733,63.225,20.794
0.45713,63.281,20.806
0.4565,63.338,20.817
0.45801,63.394,20.829
0.45848,63.45,20.841
0.45878,63.505,20.853
0.45921,63.562,20.864
0.46144,63.622,20.876
0.46104,63.682,20.887
0.46163,63.743,20.899
0.46286,63.803,20.912
0.46327,63.865,20.923
0.4637,63.928,20.935
0.46323,63.991,20.946
0.4636,64.056,20.958
0.46313,64.118,20.969
0.46383,64.184,20.98
0.46246,64.247,20.991
0.46201,64.313,21.003
0.4617,64.378,21.014
0.4623,64.442,21.026
0.46305,64.507,21.038
0.46309,64.573,21.05
0.46208,64.642,21.062
0.46335,64.707,21.074
0.46324,64.774,21.086
0.46325,64.842,21.098
0.46333,64.91,21.11
0.46432,64.978,21.123
0.46448,65.047,21.135
0.46485,65.118,21.147
0.4644,65.187,21.158
0.46431,65.258,21.17
0.46461,65.328,21.182
0.46316,65.399,21.194
0.4636,65.47,21.206
0.46428,65.542,21.219
0.46556,65.613,21.231
0.46621,65.687,21.243
0.46803,65.761,21.255
0.46802,65.835,21.267
0.46852,65.913,21.279
0.46932,65.99,21.292
0.46901,66.068,21.304
0.46837,66.146,21.316
0.46903,66.224,21.328
0.46904,66.302,21.341
0.47003,66.379,21.353
0.47075,66.457,21.366
0.47052,66.536,21.378
0.47004,66.615,21.389
0.46852,66.693,21.4
0.46963,66.771,21.412
0.46952,66.851,21.425
0.46949,66.929,21.437
0.46896,67.006,21.449
0.4711,67.085,21.461
0.47053,67.165,21.473
0.4703,67.244,21.485
0.47112,67.325,21.499
0.47203,67.406,21.512
0.47093,67.49,21.523
0.47027,67.573,21.535
0.47095,67.654,21.548
0.47302,67.736,21.56
0.47302,67.818,21.573
0.47396,67.901,21.586
0.47355,67.983,21.598
0.47493,68.064,21.611
0.4754,68.144,21.623
0.47563,68.225,21.635
0.47679,68.305,21.648
0.47682,68.386,21.66
0.47702,68.468,21.673
0.47863,68.549,21.685
0.4783,68.629,21.698
0.47871,68.711,21.71
0.48202,68.793,21.721
0.48094,68.876,21.733
0.48138,68.96,21.746
0.4813,69.045,21.759
0.48223,69.13,21.772
0.48201,69.217,21.785
0.48108,69.305,21.796
0.48059,69.392,21.809
0.48118,69.48,21.822
0.48009,69.567,21.834
0.48037,69.654,21.847
0.48165,69.741,21.86
0.48046,69.83,21.873
0.4758,69.92,21.886
0.47648,70.009,21.9
0.47525,70.098,21.913
0.4748,70.186,21.926
0.47632,70.273,21.94
0.47564,70.364,21.953
0.47357,70.453,21.966
0.47428,70.54,21.979
0.47341,70.625,21.993
0.4734,70.713,22.006
0.47543,70.8,22.02
0.47605,70.886,22.034
0.47799,70.972,22.048
0.47588,71.057,22.062
0.47483,71.143,22.075
0.47359,71.23,22.089
0.47383,71.316,22.102
0.4744,71.402,22.115
0.47493,71.488,22.129
0.47336,71.572,22.143
0.47288,71.657,22.157
0.47334,71.74,22.17
0.47377,71.825,22.183
0.47391,71.911,22.198
0.4736,71.994,22.212
0.47411,72.083,22.225
0.47332,72.169,22.239
0.47293,72.254,22.253
0.47379,72.338,22.267
0.47333,72.424,22.281
0.47038,72.509,22.294
0.46953,72.592,22.307
0.46978,72.673,22.321
0.46892,72.756,22.336
0.46829,72.836,22.35
0.46829,72.915,22.364
0.46977,72.995,22.378
0.46793,73.073,22.391
0.46633,73.151,22.404
0.46633,73.23,22.418
0.46646,73.309,22.433
0.46615,73.387,22.446
0.4649,73.464,22.46
0.49392,73.628,22.474
0.5236,73.795,22.486
0.55476,73.963,22.499
0.58682,74.136,22.511
0.62164,74.308,22.523
0.65896,74.49,22.536
0.69849,74.68,22.55
0.74107,74.875,22.562
0.78403,75.075,22.574
0.82904,75.27,22.586
0.87455,75.47,22.598
0.92156,75.675,22.61
0.96862,75.882,22.622
1.0181,76.094,22.633
1.0676,76.304,22.643
1.1188,76.517,22.654
1.1712,76.732,22.664
1.2263,76.955,22.674
1.2816,77.18,22.684
1.3384,77.405,22.693
1.3962,77.632,22.703
1.455,77.866,22.713
1.5187,78.108,22.722
1.5821,78.359,22.731
1.6489,78.611,22.739
1.7157,78.862,22.748
1.7857,79.121,22.757
1.8623,79.395,22.766
1.9429,79.682,22.775
2.0252,79.975,22.783
2.108,80.269,22.791
2.1908,80.557,22.8
2.2767,80.854,22.809
2.3645,81.153,22.816
2.4549,81.46,22.824
2.5455,81.773,22.832
2.6356,82.089,22.84
2.7288,82.403,22.847
2.8206,82.718,22.855
2.9139,83.04,22.863
3.006,83.362,22.87
3.1021,83.692,22.879
3.202,84.031,22.887
3.3025,84.374,22.896
3.4054,84.725,22.904
3.5081,85.077,22.913
3.6134,85.435,22.921
3.7217,85.796,22.929
3.8324,86.16,22.938
3.9403,86.519,22.946
4.0534,86.882,22.953
4.1511,87.215,22.965
4.2353,87.499,22.977
4.3038,87.732,22.989
4.3505,87.832,23.001
4.3998,87.929,23.013
4.4506,88.03,23.026
4.501,88.127,23.039
4.5525,88.22,23.051
4.6059,88.318,23.062
4.6577,88.412,23.075
4.7104,88.516,23.086
4.7644,88.62,23.098
4.8197,88.719,23.109
4.8737,88.815,23.12
4.9279,88.914,23.132
4.9824,89.014,23.144
5.0375,89.122,23.156
5.092,89.229,23.168
5.1452,89.332,23.181
5.1962,89.432,23.193
5.2493,89.536,23.205
5.3047,89.649,23.219
5.3625,89.765,23.231
5.4195,89.882,23.243
5.4762,90.004,23.255
5.5352,90.132,23.267
5.5956,90.259,23.279
5.6585,90.389,23.29
5.7203,90.521,23.301
5.7827,90.653,23.312
5.8456,90.788,23.324
5.9084,90.926,23.335
5.9734,91.064,23.345
6.0379,91.204,23.356
6.1017,91.342,23.367
6.1669,91.482,23.379
6.2312,91.623,23.39
6.2956,91.761,23.401
6.3598,91.901,23.412
6.4242,92.044,23.423
6.4892,92.188,23.435
6.5538,92.335,23.446
6.6188,92.479,23.458
6.6827,92.627,23.469
6.7476,92.778,23.48
6.8137,92.931,23.492
6.8815,93.088,23.504
6.95,93.246,23.516
7.0218,93.412,23.527
7.0935,93.581,23.538
7.1668,93.753,23.549
7.243,93.923,23.561
7.319,94.093,23.572
7.3924,94.263,23.583
7.4678,94.428,23.594
7.5473,94.594,23.605
7.6269,94.759,23.617
7.7065,94.925,23.628
7.785,95.089,23.639
7.8642,95.261,23.65
7.9495,95.442,23.661
8.0337,95.629,23.672
8.1195,95.817,23.683
8.2031,96.003,23.694
8.2875,96.191,23.704
8.3731,96.38,23.715
8.4585,96.569,23.726
8.5435,96.76,23.737
8.6309,96.949,23.747
8.7155,97.152,23.758
8.8024,97.356,23.768
8.8885,97.562,23.777
8.9752,97.767,23.788
9.0631,97.973,23.798
9.1507,98.177,23.808
9.2382,98.381,23.818
9.3254,98.581,23.828
9.4123,98.784,23.838
9.4998,98.987,23.848
9.5858,99.186,23.858
9.6718,99.377,23.869
9.7565,99.57,23.879
9.8419,99.76,23.889
9.9287,99.943,23.898
10.014,100.12,23.908
10.069,99.967,23.907
10.123,99.819,23.904
10.18,99.69,23.901
10.242,99.587,23.899
10.306,99.506,23.897
10.368,99.455,23.899
10.435,99.423,23.899
10.504,99.415,23.901
10.577,99.423,23.903
10.652,99.44,23.905
10.728,99.461,23.909
10.803,99.485,23.911
10.879,99.51,23.913
10.955,99.538,23.916
11.033,99.561,23.919
11.11,99.582,23.923
11.186,99.6,23.926
11.262,99.622,23.929
11.342,99.646,23.932
11.421,99.669,23.937
11.5,99.694,23.94
11.578,99.719,23.944
11.655,99.748,23.948
11.731,99.775,23.955
11.806,99.797,23.962
11.881,99.817,23.967
11.959,99.839,23.973
12.034,99.86,23.979
12.111,99.877,23.986
12.188,99.891,23.991
12.263,99.9,23.997
12.34,99.906,24.002
12.414,99.909,24.008
12.485,99.907,24.015
12.556,99.89,24.02
12.626,99.87,24.026
12.697,99.844,24.028
12.768,99.816,24.032
12.837,99.787,24.035
12.906,99.755,24.039
12.972,99.713,24.043
13.037,99.668,24.046
13.102,99.615,24.049
13.169,99.563,24.051
13.234,99.51,24.053
13.3,99.454,24.055
13.365,99.392,24.057
13.429,99.321,24.058
13.492,99.244,24.06
13.556,99.167,24.061
13.619,99.089,24.062
13.68,99.004,24.064
13.736,98.902,24.064
13.79,98.796,24.067
13.802,98.575,24.064
13.812,98.348,24.067
13.822,98.122,24.068
13.835,97.895,24.063
13.846,97.671,24.065
13.858,97.453,24.065
13.87,97.236,24.066
13.884,97.024,24.069
13.898,96.813,24.068
13.91,96.602,24.069
13.924,96.392,24.07
13.937,96.181,24.072
13.948,95.968,24.072
13.958,95.756,24.075
13.971,95.547,24.076
13.981,95.335,24.077
13.994,95.126,24.078
14.006,94.917,24.078
14.016,94.713,24.08
14.03,94.506,24.079
14.037,94.293,24.083
14.047,94.08,24.083
14.055,93.862,24.087
14.061,93.641,24.091
14.067,93.424,24.095
14.074,93.208,24.097
14.08,92.992,24.102
14.089,92.78,24.104
14.098,92.568,24.105
14.107,92.356,24.108
14.116,92.147,24.113
14.127,91.941,24.115
14.139,91.733,24.117
14.148,91.529,24.12
14.158,91.325,24.122
14.171,91.124,24.123
14.183,90.925,24.126
14.193,90.726,24.127
14.206,90.525,24.129
14.219,90.329,24.13
14.23,90.132,24.131
14.244,89.933,24.132
14.258,89.733,24.133
14.273,89.537,24.134
14.287,89.342,24.135
14.3,89.142,24.134
14.314,88.946,24.134
14.33,88.75,24.131
14.343,88.551,24.132
14.358,88.356,24.132
14.375,88.164,24.131
14.391,87.97,24.13
14.405,87.772,24.129
14.421,87.576,24.126
14.435,87.376,24.125
14.445,87.177,24.124
14.46,86.98,24.123
14.473,86.783,24.121
14.483,86.588,24.12
14.497,86.393,24.117
14.509,86.196,24.117
14.519,86.002,24.113
14.529,85.806,24.111
14.539,85.611,24.109
14.551,85.417,24.107
14.563,85.225,24.106
14.574,85.033,24.104
14.585,84.84,24.1
14.593,84.647,24.099
14.597,84.454,24.096
14.602,84.264,24.093
14.609,84.072,24.09
14.612,83.885,24.087
14.617,83.697,24.084
14.618,83.511,24.081
14.621,83.33,24.077
14.624,83.145,24.074
14.627,82.96,24.07
14.63,82.78,24.065
14.632,82.597,24.061
14.635,82.416,24.056
14.638,82.237,24.051
14.64,82.056,24.047
14.641,81.876,24.043
14.645,81.696,24.038
14.65,81.515,24.033
14.656,81.334,24.027
14.659,81.158,24.021
14.664,80.98,24.015
14.667,80.804,24.008
14.672,80.63,24
14.674,80.455,23.993
14.677,80.281,23.986
14.677,80.108,23.98
14.677,79.933,23.972
14.676,79.762,23.964
14.677,79.59,23.958
14.679,79.419,23.951
14.682,79.247,23.942
14.683,79.076,23.934
14.684,78.905,23.926
14.686,78.736,23.918
14.688,78.567,23.908
14.689,78.397,23.899
14.69,78.226,23.891
14.693,78.06,23.881
14.694,77.891,23.872
14.693,77.726,23.861
14.693,77.562,23.851
14.693,77.399,23.84
14.692,77.233,23.831
14.692,77.067,23.82
14.692,76.906,23.809
14.691,76.743,23.798
14.662,76.493,23.787
14.631,76.239,23.777
14.599,75.982,23.767
14.565,75.723,23.757
14.53,75.465,23.747
14.493,75.197,23.737
14.454,74.924,23.725
14.411,74.644,23.714
14.367,74.362,23.704
14.322,74.081,23.694
14.279,73.798,23.684
14.232,73.51,23.674
14.185,73.22,23.665
14.135,72.924,23.655
14.085,72.631,23.645
14.033,72.335,23.637
13.981,72.035,23.627
13.925,71.729,23.619
13.87,71.418,23.611
